,OriginalQuestion,TypoQuestion,TargetWord,TypoWord,EditDistance,TargetStartIndex,TargetEndIndex,p,Id,LogProbWord,ProbWord,Question,StartIndex,EndIndex,AnswerChoices,CorrectAnswer,Answer,Correct,Valid,CorrectedQuestion,CorrectedAnswer,CorrectedCorrect,CorrectInt,CorrectedCorrectInt,NormalizedEditDistance,NED < .1,
58,To prevent any glare during the big football game he made sure to clean the dust of his what?,To prevent any glare during the big football game he made sure to clean the dust of his what?,dust,dust,0,76,80,0,18,,9.33E-05,To prevent any glare during the big football game he made sure to clean the dust of his what?,76,80,"['A) television', 'B) attic', 'C) corner', 'D) they cannot clean corner and library during football match they cannot need that', 'E) ground']",A) television,A) television,TRUE,TRUE,"To prevent any glare during the big football game, he made sure to clean the dust off his what?",A) television,TRUE,1,1,0,1,
59,To prevent any glare during the big football game he made sure to clean the dust of his what?,To prevent any glare during the big football game he made sure to clean the udst of his what?,dust,udst,2,76,80,0.4,18,-4.030164533,9.33E-05,To prevent any glare during the big football game he made sure to clean the dust of his what?,76,80,"['A) television', 'B) attic', 'C) corner', 'D) they cannot clean corner and library during football match they cannot need that', 'E) ground']",A) television,A) television,TRUE,TRUE,"To prevent any glare during the big football game, he made sure to clean the dust off his what?",A) television,TRUE,1,1,0.5,0,
60,To prevent any glare during the big football game he made sure to clean the dust of his what?,To prevent any glare during the big football game he made sure to clean the dsd of his what?,dust,dsd,2,76,79,0.8,18,-4.030164533,9.33E-05,To prevent any glare during the big football game he made sure to clean the dust of his what?,76,80,"['A) television', 'B) attic', 'C) corner', 'D) they cannot clean corner and library during football match they cannot need that', 'E) ground']",A) television,A) television,TRUE,TRUE,"To prevent any glare during the big football game, he made sure to clean the lid of his what?",A) television,TRUE,1,1,0.666666667,0,
61,"He wanted a house that was gated off from other places, where should he start looking?","He wanted a house that was gated off from other places, where should he start looking?",house,house,0,12,17,0,19,,0.101481438,"He wanted a house that was gated off from other places, where should he start looking?",12,17,"['A) neighborhood', 'B) subdivision', 'C) city', 'D) suburbs', 'E) street']",B) subdivision,B) subdivision,TRUE,TRUE,"He wanted a house that was gated off from other places, where should he start looking?",B) subdivision,TRUE,1,1,0,1,
62,"He wanted a house that was gated off from other places, where should he start looking?","He wanted a hobse that was gated off from other places, where should he start looking?",house,hobse,1,12,17,0.2,19,-0.993613389,0.101481438,"He wanted a house that was gated off from other places, where should he start looking?",12,17,"['A) neighborhood', 'B) subdivision', 'C) city', 'D) suburbs', 'E) street']",B) subdivision,B) subdivision,TRUE,TRUE,"He wanted a horse that was gated off from other places, where should he start looking?",B) subdivision,TRUE,1,1,0.2,0,
63,"He wanted a house that was gated off from other places, where should he start looking?","He wanted a huoss that was gated off from other places, where should he start looking?",house,huoss,3,12,17,0.4,19,-0.993613389,0.101481438,"He wanted a house that was gated off from other places, where should he start looking?",12,17,"['A) neighborhood', 'B) subdivision', 'C) city', 'D) suburbs', 'E) street']",B) subdivision,B) subdivision,TRUE,TRUE,"He wanted a house that was gated off from other places, where should he start looking?",B) subdivision,TRUE,1,1,0.6,0,
64,"He wanted a house that was gated off from other places, where should he start looking?","He wanted a buaee that was gated off from other places, where should he start looking?",house,buaee,4,12,17,0.8,19,-0.993613389,0.101481438,"He wanted a house that was gated off from other places, where should he start looking?",12,17,"['A) neighborhood', 'B) subdivision', 'C) city', 'D) suburbs', 'E) street']",B) subdivision,B) subdivision,TRUE,TRUE,"He wanted a place that was gated off from other places, where should he start looking?",B) subdivision,TRUE,1,1,0.8,0,
65,Where is a bald eagle safe?,Where is a bald eagle safe?,bald eagle,bald eagle,0,11,21,0,24,,2.93E-06,Where is a bald eagle safe?,11,21,"['A) pine tree', 'B) open country', 'C) in washington', 'D) wildlife refuge', 'E) sky']",D) wildlife refuge,D) wildlife refuge,TRUE,TRUE,Where is a bald eagle safe?,D) wildlife refuge,TRUE,1,1,0,1,
66,Where is a bald eagle safe?,Where is a bald ealge safe?,bald eagle,bald ealge,2,11,21,0.1,24,-5.533159352,2.93E-06,Where is a bald eagle safe?,11,21,"['A) pine tree', 'B) open country', 'C) in washington', 'D) wildlife refuge', 'E) sky']",D) wildlife refuge,D) wildlife refuge,TRUE,TRUE,Where is a bald eagle safe?,D) wildlife refuge,TRUE,1,1,0.2,0,
67,Where is a bald eagle safe?,Where is a bald ealge safe?,bald eagle,bald ealge,2,11,21,0.2,24,-5.533159352,2.93E-06,Where is a bald eagle safe?,11,21,"['A) pine tree', 'B) open country', 'C) in washington', 'D) wildlife refuge', 'E) sky']",D) wildlife refuge,D) wildlife refuge,TRUE,TRUE,Where is a bald eagle safe?,D) wildlife refuge,TRUE,1,1,0.2,0,
68,Where is a bald eagle safe?,Where is a badg agel safe?,bald eagle,badg agel,5,11,20,0.4,24,-5.533159352,2.93E-06,Where is a bald eagle safe?,11,21,"['A) pine tree', 'B) open country', 'C) in washington', 'D) wildlife refuge', 'E) sky']",D) wildlife refuge,D) wildlife refuge,TRUE,TRUE,Where is a badge access safe?,E) sky,FALSE,1,0,0.555555556,0,
69,Where is a bald eagle safe?,Where is a bldtcgleq safe?,bald eagle,bldtcgleq,5,11,20,0.8,24,,2.93E-06,Where is a bald eagle safe?,11,21,"['A) pine tree', 'B) open country', 'C) in washington', 'D) wildlife refuge', 'E) sky']",D) wildlife refuge,None of the options provided are suitable for a bldtcgleq safe.,FALSE,FALSE,Where is a bldtcgleq safe?,None of the options provided are suitable for a bldtcgleq safe.,FALSE,0,0,0.555555556,0,
70,What kind of driving leads to accidents?,What kind of driving leads to accidents?,driving,driving,0,13,20,0,25,,0.002172951,What kind of driving leads to accidents?,13,20,"['A) stressful', 'B) dangerous', 'C) fun', 'D) illegal', 'E) deadly']",B) dangerous,B) dangerous,TRUE,TRUE,What kind of driving leads to accidents?,B) dangerous,TRUE,1,1,0,1,
71,What kind of driving leads to accidents?,What kind of rdiving leads to accidents?,driving,rdiving,2,13,20,0.1,25,-2.662949996,0.002172951,What kind of driving leads to accidents?,13,20,"['A) stressful', 'B) dangerous', 'C) fun', 'D) illegal', 'E) deadly']",B) dangerous,B) dangerous,TRUE,TRUE,What kind of driving leads to accidents?,B) dangerous,TRUE,1,1,0.285714286,0,
72,What kind of driving leads to accidents?,What kind of driviwd leads to accidents?,driving,driviwd,2,13,20,0.2,25,-2.662949996,0.002172951,What kind of driving leads to accidents?,13,20,"['A) stressful', 'B) dangerous', 'C) fun', 'D) illegal', 'E) deadly']",B) dangerous,B) dangerous,TRUE,TRUE,What kind of driving leads to accidents?,B) dangerous,TRUE,1,1,0.285714286,0,
73,What kind of driving leads to accidents?,What kind of drvkng leads to accidents?,driving,drvkng,2,13,19,0.4,25,-2.662949996,0.002172951,What kind of driving leads to accidents?,13,20,"['A) stressful', 'B) dangerous', 'C) fun', 'D) illegal', 'E) deadly']",B) dangerous,B) dangerous,TRUE,TRUE,What kind of driving leads to accidents?,B) dangerous,TRUE,1,1,0.333333333,0,
74,What kind of driving leads to accidents?,What kind of pibgn leads to accidents?,driving,pibgn,5,13,18,0.8,25,-2.662949996,0.002172951,What kind of driving leads to accidents?,13,20,"['A) stressful', 'B) dangerous', 'C) fun', 'D) illegal', 'E) deadly']",B) dangerous,B) dangerous,TRUE,TRUE,What kind of sign leads to accidents?,B) dangerous,TRUE,1,1,1,0,
75,What is a person chatting with friends likely hoping to accomplish?,What is a person chatting with friends likely hoping to accomplish?,chatting with friends,chatting with friends,0,17,38,0,26,,1.88E-08,What is a person chatting with friends likely hoping to accomplish?,17,38,"['A) gathering of information', 'B) communication', 'C) feel relaxed', 'D) kill boredom', 'E) social bonding']",E) social bonding,E) social bonding,TRUE,TRUE,What is a person chatting with friends likely hoping to accomplish?,E) social bonding,TRUE,1,1,0,1,
76,What is a person chatting with friends likely hoping to accomplish?,What is a person khatcing with friends likely hoping to accomplish?,chatting with friends,khatcing with friends,2,17,38,0.1,26,-7.726324218,1.88E-08,What is a person chatting with friends likely hoping to accomplish?,17,38,"['A) gathering of information', 'B) communication', 'C) feel relaxed', 'D) kill boredom', 'E) social bonding']",E) social bonding,E) social bonding,TRUE,TRUE,What is a person catching with friends likely hoping to accomplish?,E) social bonding,TRUE,1,1,0.095238095,1,
77,What is a person chatting with friends likely hoping to accomplish?,What is a person chatting with rinds likely hoping to accomplish?,chatting with friends,chatting with rinds,2,17,36,0.2,26,-7.726324218,1.88E-08,What is a person chatting with friends likely hoping to accomplish?,17,38,"['A) gathering of information', 'B) communication', 'C) feel relaxed', 'D) kill boredom', 'E) social bonding']",E) social bonding,B) communication,FALSE,TRUE,What is a person chatting with friends likely hoping to accomplish?,E) social bonding,TRUE,0,1,0.105263158,0,
78,What is a person chatting with friends likely hoping to accomplish?,What is a person acttigxlwit frriends likely hoping to accomplish?,chatting with friends,acttigxlwit frriends,8,17,37,0.4,26,-7.726324218,1.88E-08,What is a person chatting with friends likely hoping to accomplish?,17,38,"['A) gathering of information', 'B) communication', 'C) feel relaxed', 'D) kill boredom', 'E) social bonding']",E) social bonding,E) social bonding,TRUE,TRUE,What is a person acting awkwardly with friends likely hoping to accomplish?,C) feel relaxed,FALSE,1,0,0.4,0,
79,What is a person chatting with friends likely hoping to accomplish?,What is a person chydnzuwferirnedss likely hoping to accomplish?,chatting with friends,chydnzuwferirnedss,14,17,35,0.8,26,-7.726324218,1.88E-08,What is a person chatting with friends likely hoping to accomplish?,17,38,"['A) gathering of information', 'B) communication', 'C) feel relaxed', 'D) kill boredom', 'E) social bonding']",E) social bonding,A) gathering of information,FALSE,TRUE,What is a person chydnzuwferirnedss likely hoping to accomplish?,A) gathering of information,FALSE,0,0,0.777777778,0,
80,"Jame's bare feet were burned as he walked, because the sunshine had made the surface hot.  Where might he have been?","Jame's bare feet were burned as he walked, because the sunshine had made the surface hot.  Where might he have been?",sunshine,sunshine,0,55,63,0,27,,0.000235747,"Jame's bare feet were burned as he walked, because the sunshine had made the surface hot.  Where might he have been?",55,63,"['A) disneyland', 'B) snow', 'C) windowsill', 'D) street', 'E) summer']",D) street,D) street,TRUE,TRUE,"James' bare feet were burned as he walked, because the sunshine had made the surface hot. Where might he have been?",D) street,TRUE,1,1,0,1,
81,"Jame's bare feet were burned as he walked, because the sunshine had made the surface hot.  Where might he have been?","Jame's bare feet were burned as he walked, because the sunshiine had made the surface hot.  Where might he have been?",sunshine,sunshiine,1,55,64,0.1,27,-3.627553302,0.000235747,"Jame's bare feet were burned as he walked, because the sunshine had made the surface hot.  Where might he have been?",55,63,"['A) disneyland', 'B) snow', 'C) windowsill', 'D) street', 'E) summer']",D) street,D) street,TRUE,TRUE,"James' bare feet were burned as he walked, because the sunshine had made the surface hot. Where might he have been?",D) street,TRUE,1,1,0.111111111,0,
82,"Jame's bare feet were burned as he walked, because the sunshine had made the surface hot.  Where might he have been?","Jame's bare feet were burned as he walked, because the snushine had made the surface hot.  Where might he have been?",sunshine,snushine,2,55,63,0.2,27,-3.627553302,0.000235747,"Jame's bare feet were burned as he walked, because the sunshine had made the surface hot.  Where might he have been?",55,63,"['A) disneyland', 'B) snow', 'C) windowsill', 'D) street', 'E) summer']",D) street,D) street,TRUE,TRUE,James' bare feet were burned as he walked because the sunshine had made the surface hot. Where might he have been?,D) street,TRUE,1,1,0.25,0,
83,"Jame's bare feet were burned as he walked, because the sunshine had made the surface hot.  Where might he have been?","Jame's bare feet were burned as he walked, because the sunzhsve had made the surface hot.  Where might he have been?",sunshine,sunzhsve,3,55,63,0.4,27,-3.627553302,0.000235747,"Jame's bare feet were burned as he walked, because the sunshine had made the surface hot.  Where might he have been?",55,63,"['A) disneyland', 'B) snow', 'C) windowsill', 'D) street', 'E) summer']",D) street,D) street,TRUE,TRUE,"James' bare feet were burned as he walked, because the sun's heat had made the surface hot. Where might he have been?",D) street,TRUE,1,1,0.375,0,
84,"Jame's bare feet were burned as he walked, because the sunshine had made the surface hot.  Where might he have been?","Jame's bare feet were burned as he walked, because the uyx had made the surface hot.  Where might he have been?",sunshine,uyx,7,55,58,0.8,27,-3.627553302,0.000235747,"Jame's bare feet were burned as he walked, because the sunshine had made the surface hot.  Where might he have been?",55,63,"['A) disneyland', 'B) snow', 'C) windowsill', 'D) street', 'E) summer']",D) street,E) summer,FALSE,TRUE,"James's bare feet were burned as he walked, because the sun had made the surface hot. Where might he have been?",D) street,TRUE,0,1,2.333333333,0,
