,OriginalQuestion,TypoQuestion,TargetWord,TypoWord,EditDistance,TargetStartIndex,TargetEndIndex,p,LogProbWord,Question,StartIndex,EndIndex,AnswerChoices,CorrectAnswer,Answer,Correct,Valid,Correct or Invalid,Original Correct,Any Typo Incorrect,Typo Change
77,You can share files with someone if you have a connection to a what?,You can share files with someone if you have a ochnction to a what?,connection,ochnction,4,47,56,0.2,0.39747265,You can share files with someone if you have a connection to a what?,47,57,"['A) freeway', 'B) radio', 'C) wires', 'D) computer network', 'E) electrical circuit']",D) computer network,D) computer network,TRUE,TRUE,1,,,
78,You can share files with someone if you have a connection to a what?,You can share files with someone if you have a onneetip to a what?,connection,onneetip,4,47,55,0.4,0.39747265,You can share files with someone if you have a connection to a what?,47,57,"['A) freeway', 'B) radio', 'C) wires', 'D) computer network', 'E) electrical circuit']",D) computer network,D) computer network,TRUE,TRUE,1,,,
79,You can share files with someone if you have a connection to a what?,You can share files with someone if you have a cnrgckooa to a what?,connection,cnrgckooa,6,47,56,0.8,0.39747265,You can share files with someone if you have a connection to a what?,47,57,"['A) freeway', 'B) radio', 'C) wires', 'D) computer network', 'E) electrical circuit']",D) computer network,D) computer network,TRUE,TRUE,1,,,
80,"The accelerator was controller via a hand throttle, and the foot pedals controlled the steering in the small what?","The accelerator was controller via a hand throttle, and the foot pedals controlled the steering in the small what?",accelerator,accelerator,0,4,15,0,0.000427472,"The accelerator was controller via a hand throttle, and the foot pedals controlled the steering in the small what?",4,15,"['A) car', 'B) fuel system', 'C) accelerate', 'D) boat', 'E) airplane']",E) airplane,A) car,FALSE,TRUE,0,0,1,0
81,"The accelerator was controller via a hand throttle, and the foot pedals controlled the steering in the small what?","The accelerator was controller via a hand throttle, and the foot pedals controlled the steering in the small what?",accelerator,accelerator,0,4,15,0.1,0.000427472,"The accelerator was controller via a hand throttle, and the foot pedals controlled the steering in the small what?",4,15,"['A) car', 'B) fuel system', 'C) accelerate', 'D) boat', 'E) airplane']",E) airplane,A) car,FALSE,TRUE,0,,,
82,"The accelerator was controller via a hand throttle, and the foot pedals controlled the steering in the small what?","The acneelecator was controller via a hand throttle, and the foot pedals controlled the steering in the small what?",accelerator,acneelecator,3,4,16,0.2,0.000427472,"The accelerator was controller via a hand throttle, and the foot pedals controlled the steering in the small what?",4,15,"['A) car', 'B) fuel system', 'C) accelerate', 'D) boat', 'E) airplane']",E) airplane,A) car,FALSE,TRUE,0,,,
83,"The accelerator was controller via a hand throttle, and the foot pedals controlled the steering in the small what?","The lcelraetro was controller via a hand throttle, and the foot pedals controlled the steering in the small what?",accelerator,lcelraetro,6,4,14,0.4,0.000427472,"The accelerator was controller via a hand throttle, and the foot pedals controlled the steering in the small what?",4,15,"['A) car', 'B) fuel system', 'C) accelerate', 'D) boat', 'E) airplane']",E) airplane,D) boat,FALSE,TRUE,0,,,
84,"The accelerator was controller via a hand throttle, and the foot pedals controlled the steering in the small what?","The ychg was controller via a hand throttle, and the foot pedals controlled the steering in the small what?",accelerator,ychg,10,4,8,0.8,0.000427472,"The accelerator was controller via a hand throttle, and the foot pedals controlled the steering in the small what?",4,15,"['A) car', 'B) fuel system', 'C) accelerate', 'D) boat', 'E) airplane']",E) airplane,D) boat,FALSE,TRUE,0,,,
85,"Sean was lying about the body, but he was very scared.  He constantly worried about what?","Sean was lying about the body, but he was very scared.  He constantly worried about what?",lying,lying,0,9,14,0,0.000908488,"Sean was lying about the body, but he was very scared.  He constantly worried about what?",9,14,"['A) the reward money', 'B) hurt feelings', 'C) being found out', 'D) problems', 'E) trouble']",C) being found out,C) being found out,TRUE,TRUE,1,1,0,0
86,"Sean was lying about the body, but he was very scared.  He constantly worried about what?","Sean was lying about the body, but he was very scared.  He constantly worried about what?",lying,lying,0,9,14,0.1,0.000908488,"Sean was lying about the body, but he was very scared.  He constantly worried about what?",9,14,"['A) the reward money', 'B) hurt feelings', 'C) being found out', 'D) problems', 'E) trouble']",C) being found out,C) being found out,TRUE,TRUE,1,,,
87,"Sean was lying about the body, but he was very scared.  He constantly worried about what?","Sean was yzingg about the body, but he was very scared.  He constantly worried about what?",lying,yzingg,3,9,15,0.2,0.000908488,"Sean was lying about the body, but he was very scared.  He constantly worried about what?",9,14,"['A) the reward money', 'B) hurt feelings', 'C) being found out', 'D) problems', 'E) trouble']",C) being found out,C) being found out,TRUE,TRUE,1,,,
88,"Sean was lying about the body, but he was very scared.  He constantly worried about what?","Sean was llyin about the body, but he was very scared.  He constantly worried about what?",lying,llyin,2,9,14,0.4,0.000908488,"Sean was lying about the body, but he was very scared.  He constantly worried about what?",9,14,"['A) the reward money', 'B) hurt feelings', 'C) being found out', 'D) problems', 'E) trouble']",C) being found out,C) being found out,TRUE,TRUE,1,,,
89,"Sean was lying about the body, but he was very scared.  He constantly worried about what?","Sean was ly about the body, but he was very scared.  He constantly worried about what?",lying,ly,3,9,11,0.8,0.000908488,"Sean was lying about the body, but he was very scared.  He constantly worried about what?",9,14,"['A) the reward money', 'B) hurt feelings', 'C) being found out', 'D) problems', 'E) trouble']",C) being found out,C) being found out,TRUE,TRUE,1,,,
90,To prevent any glare during the big football game he made sure to clean the dust of his what?,To prevent any glare during the big football game he made sure to clean the dust of his what?,dust,dust,0,76,80,0,9.33E-05,To prevent any glare during the big football game he made sure to clean the dust of his what?,76,80,"['A) television', 'B) attic', 'C) corner', 'D) they cannot clean corner and library during football match they cannot need that', 'E) ground']",A) television,A) television,TRUE,TRUE,1,1,0,0
91,To prevent any glare during the big football game he made sure to clean the dust of his what?,To prevent any glare during the big football game he made sure to clean the dust of his what?,dust,dust,0,76,80,0.1,9.33E-05,To prevent any glare during the big football game he made sure to clean the dust of his what?,76,80,"['A) television', 'B) attic', 'C) corner', 'D) they cannot clean corner and library during football match they cannot need that', 'E) ground']",A) television,A) television,TRUE,TRUE,1,,,
92,To prevent any glare during the big football game he made sure to clean the dust of his what?,To prevent any glare during the big football game he made sure to clean the sun of his what?,dust,sun,3,76,79,0.2,9.33E-05,To prevent any glare during the big football game he made sure to clean the dust of his what?,76,80,"['A) television', 'B) attic', 'C) corner', 'D) they cannot clean corner and library during football match they cannot need that', 'E) ground']",A) television,A) television,TRUE,TRUE,1,,,
93,To prevent any glare during the big football game he made sure to clean the dust of his what?,To prevent any glare during the big football game he made sure to clean the gsut of his what?,dust,gsut,3,76,80,0.4,9.33E-05,To prevent any glare during the big football game he made sure to clean the dust of his what?,76,80,"['A) television', 'B) attic', 'C) corner', 'D) they cannot clean corner and library during football match they cannot need that', 'E) ground']",A) television,A) television,TRUE,TRUE,1,,,
94,To prevent any glare during the big football game he made sure to clean the dust of his what?,To prevent any glare during the big football game he made sure to clean the ucstt of his what?,dust,ucstt,3,76,81,0.8,9.33E-05,To prevent any glare during the big football game he made sure to clean the dust of his what?,76,80,"['A) television', 'B) attic', 'C) corner', 'D) they cannot clean corner and library during football match they cannot need that', 'E) ground']",A) television,A) television,TRUE,TRUE,1,,,
95,"He wanted a house that was gated off from other places, where should he start looking?","He wanted a house that was gated off from other places, where should he start looking?",house,house,0,12,17,0,0.101481438,"He wanted a house that was gated off from other places, where should he start looking?",12,17,"['A) neighborhood', 'B) subdivision', 'C) city', 'D) suburbs', 'E) street']",B) subdivision,B) subdivision,TRUE,TRUE,1,1,0,0
96,"He wanted a house that was gated off from other places, where should he start looking?","He wanted a housg that was gated off from other places, where should he start looking?",house,housg,1,12,17,0.1,0.101481438,"He wanted a house that was gated off from other places, where should he start looking?",12,17,"['A) neighborhood', 'B) subdivision', 'C) city', 'D) suburbs', 'E) street']",B) subdivision,B) subdivision,TRUE,TRUE,1,,,
97,"He wanted a house that was gated off from other places, where should he start looking?","He wanted a house that was gated off from other places, where should he start looking?",house,house,0,12,17,0.2,0.101481438,"He wanted a house that was gated off from other places, where should he start looking?",12,17,"['A) neighborhood', 'B) subdivision', 'C) city', 'D) suburbs', 'E) street']",B) subdivision,B) subdivision,TRUE,TRUE,1,,,
98,"He wanted a house that was gated off from other places, where should he start looking?","He wanted a hduse that was gated off from other places, where should he start looking?",house,hduse,1,12,17,0.4,0.101481438,"He wanted a house that was gated off from other places, where should he start looking?",12,17,"['A) neighborhood', 'B) subdivision', 'C) city', 'D) suburbs', 'E) street']",B) subdivision,B) subdivision,TRUE,TRUE,1,,,
99,"He wanted a house that was gated off from other places, where should he start looking?","He wanted a yolps that was gated off from other places, where should he start looking?",house,yolps,4,12,17,0.8,0.101481438,"He wanted a house that was gated off from other places, where should he start looking?",12,17,"['A) neighborhood', 'B) subdivision', 'C) city', 'D) suburbs', 'E) street']",B) subdivision,B) subdivision,TRUE,TRUE,1,,,
100,What would a camper need to do before he or she can start cooking food?,What would a camper need to do before he or she can start cooking food?,camper,camper,0,13,19,0,1.99E-05,What would a camper need to do before he or she can start cooking food?,13,19,"['A) make breakfast', 'B) go hiking', 'C) pack or bag', 'D) light fire', 'E) grab a match']",D) light fire,D) light fire,TRUE,TRUE,1,1,0,0
101,What would a camper need to do before he or she can start cooking food?,What would a acmper need to do before he or she can start cooking food?,camper,acmper,2,13,19,0.1,1.99E-05,What would a camper need to do before he or she can start cooking food?,13,19,"['A) make breakfast', 'B) go hiking', 'C) pack or bag', 'D) light fire', 'E) grab a match']",D) light fire,D) light fire,TRUE,TRUE,1,,,
102,What would a camper need to do before he or she can start cooking food?,What would a camper need to do before he or she can start cooking food?,camper,camper,0,13,19,0.2,1.99E-05,What would a camper need to do before he or she can start cooking food?,13,19,"['A) make breakfast', 'B) go hiking', 'C) pack or bag', 'D) light fire', 'E) grab a match']",D) light fire,D) light fire,TRUE,TRUE,1,,,
103,What would a camper need to do before he or she can start cooking food?,What would a crmpe need to do before he or she can start cooking food?,camper,crmpe,2,13,18,0.4,1.99E-05,What would a camper need to do before he or she can start cooking food?,13,19,"['A) make breakfast', 'B) go hiking', 'C) pack or bag', 'D) light fire', 'E) grab a match']",D) light fire,D) light fire,TRUE,TRUE,1,,,
104,What would a camper need to do before he or she can start cooking food?,What would a ccmr need to do before he or she can start cooking food?,camper,ccmr,3,13,17,0.8,1.99E-05,What would a camper need to do before he or she can start cooking food?,13,19,"['A) make breakfast', 'B) go hiking', 'C) pack or bag', 'D) light fire', 'E) grab a match']",D) light fire,D) light fire,TRUE,TRUE,1,,,
105,What could happen to a paper if you leave it outside even if it does not move?,What could happen to a paper if you leave it outside even if it does not move?,paper,paper,0,23,28,0,0.000117888,What could happen to a paper if you leave it outside even if it does not move?,23,28,"['A) one material often recycled', 'B) ripped', 'C) saturated with water', 'D) one dimensional', 'E) crumpled']",C) saturated with water,C) saturated with water,TRUE,TRUE,1,1,1,1
106,What could happen to a paper if you leave it outside even if it does not move?,What could happen to a papeer if you leave it outside even if it does not move?,paper,papeer,1,23,29,0.1,0.000117888,What could happen to a paper if you leave it outside even if it does not move?,23,28,"['A) one material often recycled', 'B) ripped', 'C) saturated with water', 'D) one dimensional', 'E) crumpled']",C) saturated with water,C) saturated with water,TRUE,TRUE,1,,,
